customerID,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Charges.Monthly,Charges.Total,Charges.Daily
0519-XUZJU,True,Female,0,False,False,1,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,False,Mailed check,70.75,70.75,2.3583333333333334
0520-FDVVT,True,Male,0,False,False,35,True,False,Fiber optic,False,True,True,False,True,True,One year,True,Bank transfer (automatic),102.35,3626.1,3.4116666666666666
0523-VNGTF,False,Female,1,False,False,52,False,No phone service,DSL,False,True,True,True,True,False,Month-to-month,True,Electronic check,50.5,2566.3,1.6833333333333333
0524-IAVZO,True,Female,0,True,False,30,True,True,Fiber optic,False,False,False,False,False,True,Month-to-month,True,Electronic check,85.0,2624.25,2.8333333333333335
0526-SXDJP,False,Male,0,True,False,72,False,No phone service,DSL,True,True,True,False,False,False,Two year,False,Bank transfer (automatic),42.1,2962.0,1.4033333333333333
0529-ONKER,True,Male,1,False,False,15,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,False,Electronic check,75.65,1146.65,2.521666666666667
0530-HBKHZ,,Female,1,True,False,1,False,No phone service,DSL,False,False,False,False,False,False,Month-to-month,True,Electronic check,24.8,24.8,0.8266666666666667
0530-IJVDB,False,Male,0,False,True,70,True,True,Fiber optic,True,True,True,True,True,True,Two year,True,Electronic check,114.6,7882.5,3.82
0531-XBKMM,False,Male,0,False,True,66,True,True,DSL,True,True,False,True,False,False,Two year,False,Bank transfer (automatic),65.7,4378.9,2.19
0531-ZZJWQ,False,Male,1,True,False,55,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,74.0,4052.4,2.466666666666667
0533-BNWKF,True,Female,1,True,False,55,True,True,Fiber optic,False,True,True,False,False,False,Month-to-month,True,Electronic check,85.45,4874.7,2.8483333333333336
0533-UCAAU,False,Male,1,True,False,57,True,True,DSL,False,True,True,False,True,False,One year,True,Credit card (automatic),71.1,4140.1,2.3699999999999997
0534-JRNIG,,Female,0,False,False,6,True,True,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Bank transfer (automatic),93.55,536.4,3.118333333333333
0536-ACXIP,False,Female,0,True,False,72,True,True,Fiber optic,True,True,True,False,True,True,Two year,True,Electronic check,109.55,8165.1,3.6516666666666664
0536-BGFMZ,False,Female,0,True,False,28,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.5,563.05,0.6833333333333333
0536-ESJEP,False,Male,0,True,False,54,True,False,DSL,True,True,False,False,True,True,Two year,True,Bank transfer (automatic),74.55,4191.45,2.485
0537-QYZZN,False,Male,1,True,True,24,True,True,Fiber optic,True,False,False,False,False,False,Month-to-month,True,Electronic check,79.85,1857.75,2.6616666666666666
0541-FITGH,False,Female,0,True,False,2,True,False,DSL,True,False,False,False,False,True,Month-to-month,True,Mailed check,62.15,113.1,2.0716666666666668
0542-YUDZL,,Female,0,True,True,14,True,True,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,25.55,372.45,0.8516666666666667
0547-HURJB,False,Male,0,False,True,12,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Credit card (automatic),21.05,235.8,0.7016666666666667
0548-BCTNE,,Male,0,False,False,48,True,True,Fiber optic,False,True,True,False,True,True,One year,True,Credit card (automatic),106.1,5082.8,3.5366666666666666
0549-CYCQN,False,Male,1,False,False,51,True,True,Fiber optic,False,True,False,False,False,False,One year,True,Bank transfer (automatic),79.6,3974.7,2.6533333333333333
0550-DCXLH,False,Male,0,False,False,13,True,False,DSL,False,True,False,True,True,True,Month-to-month,False,Mailed check,73.35,931.55,2.445
0556-FJEGU,False,Male,0,False,False,58,True,False,DSL,False,True,True,True,True,False,Two year,False,Bank transfer (automatic),70.1,4048.95,2.3366666666666664
0557-ASKVU,False,Female,0,True,True,18,True,False,DSL,False,False,True,True,False,False,One year,True,Credit card (automatic),54.4,957.1,1.8133333333333332
0559-CKHUS,False,Female,0,True,False,29,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Mailed check,19.55,521.8,0.6516666666666667
0562-FGDCR,False,Female,0,True,True,72,True,True,DSL,True,True,False,True,True,False,Two year,False,Mailed check,74.55,5430.65,2.485
0562-HKHML,False,Male,0,True,True,71,True,True,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),23.9,1626.4,0.7966666666666666
0562-KBDVM,False,Female,0,False,False,70,False,No phone service,DSL,True,True,True,True,False,False,Two year,True,Bank transfer (automatic),44.6,3058.15,1.4866666666666668
0564-JJHGS,True,Male,0,False,False,9,True,True,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Electronic check,95.5,829.1,3.183333333333333
0564-MUUQK,False,Female,0,True,True,20,True,True,Fiber optic,False,False,True,True,False,True,Month-to-month,True,Bank transfer (automatic),95.5,1916.2,3.183333333333333
0565-IYCGT,True,Male,0,False,False,69,True,True,DSL,True,True,True,True,False,True,One year,True,Credit card (automatic),78.6,5356.45,2.6199999999999997
0565-JUPYD,False,Male,0,False,False,63,True,True,Fiber optic,True,True,True,True,True,False,One year,False,Credit card (automatic),104.5,6590.8,3.4833333333333334
0567-DLARH,,Female,0,True,True,30,False,No phone service,DSL,False,False,False,True,True,True,Month-to-month,False,Credit card (automatic),51.2,1561.5,1.7066666666666668
0567-GGCAC,False,Female,0,False,False,7,True,False,DSL,True,True,True,False,False,False,Month-to-month,False,Electronic check,61.4,438.9,2.0466666666666664
0567-XRHCU,False,Female,0,True,True,69,False,No phone service,DSL,True,False,True,False,False,True,Two year,True,Credit card (automatic),43.95,2960.1,1.465
0568-ONFPC,True,Male,0,True,True,5,True,True,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Bank transfer (automatic),25.9,135.0,0.8633333333333333
0570-BFQHT,False,Female,0,False,False,9,True,False,Fiber optic,False,True,True,False,False,False,Month-to-month,False,Electronic check,80.55,653.9,2.685
0572-ZJKLT,False,Female,0,True,True,46,True,True,Fiber optic,True,False,True,True,False,True,Two year,False,Mailed check,99.65,4630.2,3.3216666666666668
0575-CUQOV,False,Male,1,True,False,60,True,False,Fiber optic,False,True,True,False,True,True,One year,True,Electronic check,97.95,5867.0,3.265
0576-WNXXC,True,Male,1,True,False,27,True,True,Fiber optic,False,True,True,False,False,True,Month-to-month,True,Electronic check,95.55,2510.2,3.185
0577-WHMEV,False,Female,0,True,False,16,True,True,Fiber optic,True,True,True,False,False,False,Month-to-month,False,Electronic check,90.7,1374.9,3.0233333333333334
0578-SKVMF,True,Female,0,True,True,22,True,False,Fiber optic,False,True,False,False,False,True,Month-to-month,False,Electronic check,83.3,1845.9,2.7766666666666664
0580-PIQHM,False,Female,0,True,True,41,True,True,Fiber optic,True,True,True,False,False,True,One year,True,Bank transfer (automatic),101.6,3930.55,3.3866666666666663
0581-BXBUB,False,Female,1,False,False,4,True,False,Fiber optic,False,True,False,False,False,False,Month-to-month,False,Electronic check,72.75,317.75,2.425
0581-MDMPW,False,Female,0,False,False,24,True,True,Fiber optic,False,False,True,False,True,False,Month-to-month,True,Credit card (automatic),88.95,2072.75,2.9650000000000003
0582-AVCLN,False,Female,0,False,False,38,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,20.3,743.05,0.6766666666666666
0584-BJQGZ,False,Female,0,False,False,25,True,True,DSL,True,True,True,True,True,False,Month-to-month,True,Bank transfer (automatic),78.35,1837.9,2.6116666666666664
0585-EGDDA,False,Male,0,True,False,40,True,False,Fiber optic,False,True,True,False,False,False,Month-to-month,True,Electronic check,80.0,3168.75,2.6666666666666665
0587-DMGBH,True,Female,0,False,False,8,True,False,DSL,True,False,False,False,False,False,Month-to-month,True,Electronic check,49.85,365.55,1.6616666666666666
0594-UFTUL,False,Male,0,True,True,13,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Mailed check,19.85,252.0,0.6616666666666667
0595-ITUDF,False,Male,0,True,True,64,True,True,Fiber optic,True,True,True,False,False,False,Month-to-month,True,Electronic check,91.8,5960.5,3.06
0596-BQCEQ,True,Female,0,True,True,62,True,False,Fiber optic,False,True,True,False,True,True,Month-to-month,True,Electronic check,100.15,6283.3,3.3383333333333334
0599-XNYDO,False,Female,0,True,False,20,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Bank transfer (automatic),69.8,1540.35,2.3266666666666667
0601-WZHJF,True,Male,0,True,False,14,False,No phone service,DSL,False,False,False,False,True,True,Month-to-month,False,Electronic check,46.35,667.7,1.5450000000000002
0602-DDUML,False,Female,0,False,False,57,True,False,DSL,False,True,True,True,True,False,Two year,False,Mailed check,69.75,3894.4,2.325
0603-OLQDC,False,Male,0,False,True,12,True,False,DSL,True,False,False,False,True,True,Month-to-month,True,Mailed check,69.85,837.5,2.328333333333333
0603-TPMIB,False,Female,0,True,True,59,True,True,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,25.45,1534.05,0.8483333333333333
0604-THJFP,False,Female,0,True,True,59,True,False,DSL,False,True,False,True,True,True,Two year,True,Credit card (automatic),75.95,4542.35,2.5316666666666667
0607-DAAHE,True,Male,0,False,True,53,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),19.75,1052.35,0.6583333333333333
0607-MVMGC,False,Male,0,True,True,45,True,True,DSL,False,True,True,False,True,True,One year,False,Credit card (automatic),78.75,3600.65,2.625
0608-JDVEC,False,Male,0,True,False,50,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Electronic check,19.8,1013.2,0.66
0611-DFXKO,True,Male,0,True,False,20,True,False,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Mailed check,89.0,1820.45,2.966666666666667
0612-RTZZA,True,Female,1,False,False,1,False,No phone service,DSL,False,False,False,False,False,False,Month-to-month,False,Electronic check,25.25,25.25,0.8416666666666667
0613-WUXUM,False,Female,0,True,True,70,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Mailed check,19.2,1401.4,0.64
0616-ATFGB,True,Male,1,True,False,1,False,No phone service,DSL,False,False,False,False,False,False,Month-to-month,False,Electronic check,25.05,25.05,0.8350000000000001
0617-AQNWT,True,Female,0,True,False,64,False,No phone service,DSL,True,False,True,True,False,True,Two year,False,Electronic check,47.85,3147.5,1.595
0617-FHSGK,True,Male,0,False,True,49,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,False,Credit card (automatic),75.2,3678.3,2.506666666666667
0618-XWMSS,True,Male,0,False,True,28,True,False,Fiber optic,True,False,False,False,False,False,Month-to-month,True,Bank transfer (automatic),74.9,2068.55,2.496666666666667
0619-OLYUR,False,Male,0,True,False,72,True,True,Fiber optic,True,False,True,True,True,True,Two year,True,Credit card (automatic),111.9,8071.05,3.73
0620-DLSLK,False,Female,0,False,False,13,True,False,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Mailed check,81.9,1028.9,2.73
0620-XEFWH,False,Male,0,True,True,4,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,18.85,84.2,0.6283333333333334
0621-CXBKL,False,Female,0,False,False,53,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,18.7,1005.7,0.6233333333333333
0621-HJWXJ,False,Female,0,True,False,63,True,True,Fiber optic,False,True,False,False,False,False,Month-to-month,True,Bank transfer (automatic),81.55,5029.05,2.7183333333333333
0621-JFHOL,False,Female,0,False,False,10,False,No phone service,DSL,False,False,False,True,False,False,Two year,True,Mailed check,29.6,299.05,0.9866666666666667
0621-TSSMU,False,Male,0,True,False,56,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Credit card (automatic),19.95,1126.75,0.6649999999999999
0621-TWIEM,True,Male,0,False,False,10,True,False,DSL,False,False,False,False,False,False,Month-to-month,True,Electronic check,45.55,402.6,1.5183333333333333
0622-OCUQY,,Male,0,False,False,44,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,20.05,845.25,0.6683333333333333
0623-EJQEG,False,Male,0,False,False,65,True,True,Fiber optic,True,False,False,True,False,True,One year,False,Electronic check,93.55,6069.25,3.118333333333333
0623-GDISB,False,Female,0,False,False,1,True,False,DSL,True,False,False,False,False,False,Month-to-month,True,Bank transfer (automatic),48.45,48.45,1.615
0623-IIHUG,True,Female,1,False,False,21,False,No phone service,DSL,True,False,False,False,True,False,Month-to-month,True,Electronic check,41.9,840.1,1.3966666666666667
0625-AFOHS,False,Female,0,True,True,29,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,20.2,558.8,0.6733333333333333
0626-QXNGV,False,Female,0,True,False,72,True,True,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Credit card (automatic),24.15,1776.45,0.8049999999999999
0628-CNQRM,True,Male,0,True,True,22,True,False,DSL,True,False,True,True,True,False,One year,True,Bank transfer (automatic),67.5,1544.05,2.25
0634-SZPQA,True,Female,0,False,False,23,True,True,Fiber optic,True,False,False,False,True,False,Month-to-month,True,Bank transfer (automatic),90.05,2169.8,3.0016666666666665
0635-WKOLD,False,Male,0,True,False,40,True,True,DSL,False,True,False,True,True,False,One year,False,Credit card (automatic),70.75,2921.75,2.3583333333333334
0637-KVDLV,True,Male,0,False,False,2,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,76.5,162.45,2.55
0637-UBJRP,True,Male,0,True,True,13,True,False,Fiber optic,True,False,False,False,False,True,Month-to-month,False,Electronic check,84.05,1095.3,2.8016666666666667
0637-YLETY,True,Female,0,False,False,16,True,True,Fiber optic,False,True,True,False,False,True,Month-to-month,True,Credit card (automatic),95.6,1555.65,3.1866666666666665
0639-QDHAY,,Female,0,False,False,22,True,False,Fiber optic,True,False,False,True,False,True,Month-to-month,True,Electronic check,89.05,1886.25,2.9683333333333333
0639-TSIQW,True,Female,0,False,False,67,True,True,Fiber optic,True,True,True,False,True,False,Month-to-month,True,Credit card (automatic),102.95,6886.25,3.4316666666666666
0640-YJTPY,False,Male,0,True,True,72,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),21.0,1493.75,0.7
0641-EVBOJ,False,Male,0,False,False,3,True,False,Fiber optic,True,False,False,True,False,False,Month-to-month,True,Mailed check,82.3,214.4,2.743333333333333
0643-OKLRP,True,Female,1,True,False,47,True,True,Fiber optic,True,False,False,False,False,False,Month-to-month,False,Electronic check,80.35,3825.85,2.6783333333333332
0644-OQMDK,False,Male,1,False,False,4,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,70.65,293.85,2.355
0650-BWOZN,False,Female,1,False,False,18,True,False,Fiber optic,False,True,False,False,False,False,Month-to-month,True,Electronic check,73.55,1359.45,2.4516666666666667
0654-HMSHN,True,Male,0,True,True,21,True,True,Fiber optic,False,True,True,False,True,True,Month-to-month,False,Electronic check,104.4,2157.95,3.48
0654-PQKDW,False,Female,0,True,True,62,True,False,DSL,True,False,True,True,True,False,One year,True,Bank transfer (automatic),70.75,4263.45,2.3583333333333334
0655-RBDUG,True,Male,0,False,False,7,True,True,Fiber optic,False,False,True,False,True,True,Month-to-month,True,Bank transfer (automatic),98.05,713.0,3.268333333333333
0655-YDGFJ,False,Male,0,False,False,29,True,False,DSL,False,False,True,False,False,False,Month-to-month,False,Bank transfer (automatic),48.95,1323.7,1.6316666666666668
0657-DOGUM,False,Female,0,True,False,48,True,True,DSL,True,False,False,True,False,False,One year,True,Bank transfer (automatic),60.6,2985.25,2.02
0661-KBKPA,False,Male,0,True,True,53,True,True,DSL,False,False,True,True,True,True,One year,True,Mailed check,78.75,3942.45,2.625
0661-KQHNK,False,Female,0,True,True,6,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Credit card (automatic),19.0,105.5,0.6333333333333333
0661-WCQNQ,False,Male,0,True,False,22,True,False,DSL,True,False,False,True,False,False,One year,True,Credit card (automatic),56.25,1292.2,1.875
0661-XEYAN,True,Female,1,False,False,1,False,No phone service,DSL,False,False,False,False,False,False,Month-to-month,True,Mailed check,25.8,25.8,0.86
0665-XHDJU,False,Male,0,True,False,72,True,True,Fiber optic,False,True,False,False,True,True,Two year,True,Electronic check,99.4,7285.7,3.3133333333333335
0666-UXTJO,False,Male,1,True,False,34,True,False,Fiber optic,False,False,True,False,True,False,Month-to-month,True,Credit card (automatic),85.2,2874.45,2.8400000000000003
0667-NSRGI,False,Female,0,True,False,48,True,True,DSL,False,False,True,True,False,True,One year,True,Mailed check,69.55,3435.6,2.3183333333333334
0668-OGMHD,False,Female,0,True,False,21,False,No phone service,DSL,True,False,False,False,False,False,Month-to-month,False,Electronic check,28.5,629.35,0.95
0670-ANMUU,False,Male,0,False,False,71,True,True,Fiber optic,True,False,False,True,False,True,One year,False,Credit card (automatic),97.65,6687.85,3.2550000000000003
0670-KDOMA,False,Female,0,False,False,1,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Mailed check,20.25,20.25,0.675
0673-IGUQO,False,Male,0,False,False,1,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.45,20.45,0.6816666666666666
0674-DGMAQ,False,Male,1,True,False,32,True,True,Fiber optic,False,True,True,False,False,True,Month-to-month,True,Electronic check,93.5,2970.8,3.1166666666666667
0674-EYYZV,False,Female,0,False,False,1,True,False,DSL,False,False,False,False,True,False,Month-to-month,True,Electronic check,54.65,54.65,1.8216666666666665
0674-GCDXG,False,Male,0,False,False,63,True,True,DSL,True,False,True,True,False,True,Two year,True,Bank transfer (automatic),71.9,4479.2,2.396666666666667
0675-NCDYU,False,Female,0,True,True,72,True,True,Fiber optic,True,True,True,True,True,True,Two year,True,Credit card (automatic),116.4,8543.25,3.8800000000000003
0678-RLHVP,False,Female,0,False,False,53,True,True,Fiber optic,False,True,True,False,True,True,Two year,False,Electronic check,105.55,5682.25,3.518333333333333
0679-IDSTG,True,Female,1,True,True,1,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,69.25,69.25,2.308333333333333
0679-TDGAK,False,Male,0,True,True,50,True,False,DSL,True,False,False,True,True,True,One year,False,Electronic check,75.5,4025.6,2.5166666666666666
0680-DFNNY,True,Male,0,True,False,15,True,True,Fiber optic,False,False,True,False,True,True,Month-to-month,True,Electronic check,101.1,1504.05,3.3699999999999997
0682-USIXD,False,Female,0,True,False,21,True,False,Fiber optic,False,False,False,True,True,False,Month-to-month,True,Electronic check,86.05,1818.9,2.868333333333333
0684-AOSIH,True,Male,0,True,False,1,True,False,Fiber optic,True,False,False,False,True,True,Month-to-month,True,Electronic check,95.0,95.0,3.1666666666666665
0685-MLYYM,True,Female,1,False,False,2,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,False,Electronic check,70.75,154.85,2.3583333333333334
0687-ZVTHB,True,Male,0,True,True,65,True,True,DSL,True,True,True,False,False,True,One year,False,Credit card (automatic),72.45,4653.85,2.415
0689-DSXGL,False,Female,0,True,True,52,True,False,Fiber optic,False,True,True,True,False,False,Month-to-month,False,Bank transfer (automatic),85.8,4433.3,2.86
0689-NKYLF,True,Male,0,False,False,13,True,False,Fiber optic,False,False,True,False,True,False,Month-to-month,True,Electronic check,83.2,1060.6,2.7733333333333334
0690-SRQID,False,Male,0,False,False,4,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Mailed check,19.65,67.55,0.6549999999999999
0691-IFBQW,True,Female,1,False,False,46,True,True,Fiber optic,True,True,True,False,True,True,One year,True,Electronic check,110.0,4874.8,3.6666666666666665
0691-JVSYA,True,Female,0,True,False,53,True,False,Fiber optic,False,False,True,False,True,True,One year,True,Bank transfer (automatic),94.85,5000.2,3.1616666666666666
0691-NIKRI,False,Female,0,False,False,40,True,True,Fiber optic,False,False,True,True,True,True,One year,True,Credit card (automatic),105.95,4335.2,3.5316666666666667
0696-UKTOX,False,Male,0,False,True,23,True,False,DSL,False,True,False,True,False,False,Month-to-month,False,Electronic check,54.15,1312.45,1.805
0697-ZMSWS,True,Male,0,False,False,4,True,True,Fiber optic,False,False,False,False,False,True,Month-to-month,True,Electronic check,85.65,338.9,2.855
0699-NDKJM,False,Female,0,True,False,57,False,No phone service,DSL,True,True,True,False,True,True,Month-to-month,True,Bank transfer (automatic),58.75,3437.45,1.9583333333333333
0699-XSLUE,,Male,0,True,True,71,True,True,DSL,True,False,True,True,True,True,One year,False,Electronic check,85.45,6300.85,2.8483333333333336
0701-RFGFI,False,Female,0,True,True,49,True,True,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Bank transfer (automatic),95.4,4613.95,3.18
0701-TJSEF,False,Male,0,False,False,9,True,False,DSL,True,False,True,True,False,True,Month-to-month,True,Bank transfer (automatic),68.25,576.95,2.275
0702-PGIBZ,True,Male,0,False,True,4,True,True,Fiber optic,False,True,False,False,True,True,Month-to-month,True,Electronic check,101.7,364.55,3.39
0704-VCUMB,False,Female,0,True,False,61,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),20.25,1278.8,0.675
0707-HOVVN,False,Female,1,False,False,70,True,True,DSL,False,True,True,True,True,False,Two year,True,Bank transfer (automatic),75.5,5212.65,2.5166666666666666
0708-LGSMF,False,Male,0,True,False,13,True,True,DSL,True,False,False,False,False,True,Month-to-month,True,Electronic check,65.85,902.25,2.195
0708-SJDIS,False,Female,0,False,False,34,True,True,DSL,False,False,False,True,True,False,Month-to-month,False,Mailed check,65.0,2157.5,2.1666666666666665
0709-TVGUR,True,Female,1,False,False,9,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,74.55,622.9,2.485
0716-BQNDX,False,Male,1,False,False,57,True,True,Fiber optic,True,False,False,True,False,True,Two year,False,Electronic check,93.75,5625.55,3.125
0719-SYFRB,True,Female,0,False,False,12,True,True,DSL,True,False,True,True,False,False,Month-to-month,True,Mailed check,61.65,713.75,2.055
0722-SVSFK,False,Female,0,False,False,7,True,False,Fiber optic,False,False,True,True,True,True,Month-to-month,True,Electronic check,100.4,715.0,3.3466666666666667
0722-TROQR,True,Female,1,False,False,4,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,74.9,321.75,2.496666666666667
0723-DRCLG,True,Female,1,True,False,1,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,74.45,74.45,2.481666666666667
0723-FDLAY,False,Male,0,False,False,44,True,True,DSL,False,True,True,True,True,True,One year,True,Bank transfer (automatic),85.25,3704.15,2.841666666666667
0723-VSOBE,False,Female,1,False,False,45,False,No phone service,DSL,False,False,False,False,False,True,One year,False,Electronic check,34.2,1596.6,1.1400000000000001
0725-CXOTM,False,Female,0,False,False,36,True,True,DSL,True,False,True,True,True,True,One year,True,Credit card (automatic),89.65,3348.1,2.9883333333333337
0727-BMPLR,True,Female,1,False,False,55,True,True,Fiber optic,False,False,True,False,True,True,One year,True,Electronic check,100.0,5509.3,3.3333333333333335
0727-BNRLG,False,Male,0,False,False,69,True,True,Fiber optic,False,True,True,True,True,False,Two year,True,Credit card (automatic),97.65,6743.55,3.2550000000000003
0727-IWKVK,True,Male,0,True,False,9,True,False,Fiber optic,False,True,True,False,False,False,Month-to-month,True,Electronic check,79.9,741.7,2.6633333333333336
0730-BGQGF,False,Male,0,True,True,71,True,True,DSL,True,True,True,True,True,True,Two year,False,Credit card (automatic),90.3,6287.3,3.01
0730-KOAVE,False,Male,0,False,False,30,True,True,Fiber optic,True,True,False,False,False,True,Month-to-month,True,Credit card (automatic),94.3,2679.7,3.143333333333333
0731-EBJQB,False,Female,0,True,True,52,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,True,Electronic check,20.4,1090.65,0.6799999999999999
0732-OCQOC,False,Female,0,True,True,52,True,True,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Bank transfer (automatic),25.05,1270.25,0.8350000000000001
0733-VUNUW,True,Male,0,False,False,24,True,True,DSL,True,False,False,False,False,False,Month-to-month,True,Bank transfer (automatic),55.65,1400.55,1.855
0734-OXWBT,False,Male,0,False,True,3,True,False,DSL,False,False,False,True,True,True,Month-to-month,False,Mailed check,70.7,225.65,2.356666666666667
0739-UUAJR,False,Female,0,True,True,72,False,No phone service,DSL,True,False,True,False,True,True,Two year,True,Credit card (automatic),53.8,3952.45,1.7933333333333332
0742-LAFQK,False,Male,0,True,False,72,True,True,Fiber optic,True,True,True,False,False,True,Two year,True,Electronic check,99.15,7422.1,3.305
0742-MOABM,True,Male,0,True,False,4,True,False,DSL,False,False,False,True,False,False,Month-to-month,False,Mailed check,50.05,179.35,1.6683333333333332
0742-NXBGR,True,Female,0,False,False,1,True,False,Fiber optic,False,True,True,False,False,False,Month-to-month,True,Electronic check,82.3,82.3,2.743333333333333
0743-HNPFG,False,Female,0,True,True,51,True,False,DSL,True,True,False,True,False,True,One year,True,Credit card (automatic),69.75,3562.5,2.325
0743-HRVFF,False,Female,0,True,True,51,False,No phone service,DSL,False,False,True,True,True,True,One year,True,Electronic check,56.15,2898.95,1.8716666666666666
0744-BIKKF,False,Male,0,False,False,72,True,True,DSL,True,True,True,True,True,True,Two year,False,Bank transfer (automatic),86.65,6224.8,2.8883333333333336
0744-GKNGE,False,Female,0,True,True,64,True,True,Fiber optic,True,False,False,True,False,False,Month-to-month,True,Bank transfer (automatic),86.8,5327.25,2.893333333333333
0746-JTRFU,True,Male,0,False,False,2,False,No phone service,DSL,False,False,False,False,False,False,Month-to-month,True,Electronic check,25.05,56.35,0.8350000000000001
0748-RDGGM,True,Male,0,True,False,70,True,False,Fiber optic,True,True,True,True,True,True,One year,True,Bank transfer (automatic),109.5,7534.65,3.65
0749-IRGQE,False,Female,1,True,False,13,False,No phone service,DSL,False,False,False,False,True,True,Month-to-month,False,Electronic check,45.3,528.45,1.51
0750-EBAIU,False,Male,0,False,False,52,True,False,Fiber optic,True,False,True,False,True,False,One year,False,Electronic check,91.25,4738.3,3.0416666666666665
0750-EKNGL,False,Male,0,False,False,7,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.75,141.1,0.6916666666666667
0754-EEBDC,False,Male,0,True,True,4,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,19.9,76.65,0.6633333333333333
0754-UKWQP,True,Male,0,False,False,2,True,False,Fiber optic,False,False,True,False,True,True,Month-to-month,True,Electronic check,95.85,197.7,3.195
0756-MPZRL,False,Male,0,False,False,46,False,No phone service,DSL,False,False,True,True,False,False,One year,False,Credit card (automatic),33.7,1537.85,1.1233333333333335
0757-WCUUZ,False,Male,0,True,True,54,True,True,DSL,False,False,True,False,False,True,Two year,False,Credit card (automatic),63.35,3409.1,2.111666666666667
0761-AETCS,True,Female,0,False,False,1,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Electronic check,19.3,19.3,0.6433333333333333
0769-MURVM,False,Female,0,True,True,72,False,No phone service,DSL,True,True,True,True,True,True,Two year,False,Bank transfer (automatic),65.7,4575.35,2.19
